Landing pages
"August 14, 2025 - August 18, 2025"
Landing page,Network (with search partners),Campaign,Device,Day,All conv.,All conv. rate,Impr.,Conversions,Clicks,CTR,Currency code,Avg. CPC,Cost,Avg. cost
https://poolsvacuum.com/collections/automated-pool-cleaner-selling-in-vacsphere,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy #2,Mobile phones,2025-08-14,0.00,0,33,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/collections/automated-pool-cleaner-selling-in-vacsphere,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy #2,Mobile phones,2025-08-15,0.00,0,22,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-14,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Computers,2025-08-14,0.00,0,4,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Computers,2025-08-15,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Computers,2025-08-17,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-14,0.00,0.00%,34,0.00,1,2.94%,USD,0.12,0.12,0.12
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-15,0.00,0,48,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,24,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,11,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy #2,Mobile phones,2025-08-14,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/aqua-select-integrated-swimming-pool-ladder-heavy-duty-design-adjustable-non-slip-stable-easy-to-store-equipped-with-safety-protection-functions-made-of-corrosion-resistant-materials-suitable-for-above-ground-or-underground-swimming-pools?variant=47063162781910&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-canoe-single-double-canoe-kayak-thickened-waterproof-portable-and-foldable-water-sports-fishing-equipment-outdoor-family-entertainment?variant=47149401211094&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,2,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-canoe-single-double-canoe-kayak-thickened-waterproof-portable-and-foldable-water-sports-fishing-equipment-outdoor-family-entertainment?variant=47149401211094&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-15,0.00,0,2,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-canoe-single-double-canoe-kayak-thickened-waterproof-portable-and-foldable-water-sports-fishing-equipment-outdoor-family-entertainment?variant=47149401211094&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,7,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-canoe-single-double-canoe-kayak-thickened-waterproof-portable-and-foldable-water-sports-fishing-equipment-outdoor-family-entertainment?variant=47149401211094&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,4,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-canoe-single-double-canoe-kayak-thickened-waterproof-portable-and-foldable-water-sports-fishing-equipment-outdoor-family-entertainment?variant=47149401243862&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,2,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-canoe-single-double-canoe-kayak-thickened-waterproof-portable-and-foldable-water-sports-fishing-equipment-outdoor-family-entertainment?variant=47149401243862&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-canoe-single-double-canoe-kayak-thickened-waterproof-portable-and-foldable-water-sports-fishing-equipment-outdoor-family-entertainment?variant=47149401243862&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Computers,2025-08-14,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Computers,2025-08-18,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-14,0.00,0,8,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-15,0.00,0,11,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,8,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,11,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,6,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-inflatable-swimming-pool-slide-anti-slip-anti-floating-stable-made-of-pvc-indoor-and-outdoor-inflatable-slide-family-entertainment-item-swimming-pool-accessory?variant=47077327634646&country=US&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,4,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-14,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Computers,2025-08-16,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-14,0.00,0,17,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-15,0.00,0.00%,24,0.00,2,8.33%,USD,0.11,0.21,0.11
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-16,0.00,0,27,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-17,0.00,0,11,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-18,0.00,0,5,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400090838&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Tablets,2025-08-16,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400123606&country=AR&currency=USD&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-14,0.00,0,1,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400156374&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-14,0.00,0,14,0.00,0,0.00%,USD,0,0.00,0
https://poolsvacuum.com/es/products/bestway-swimming-pool-ladder-double-sided-ladder-rust-proof-portable-household-swimming-pool-accessory?variant=47113400156374&country=ES&currency=EUR&utm_medium=product_sync&utm_source=google&utm_content=sag_organic&utm_campaign=sag_organic,Cross-network,Campaign #（europe+austrialia+new sealand） +custom lable0 copy,Mobile phones,2025-08-15,0.00,0,7,0.00,0,0.00%,USD,0,0.00,0
